volume_liters,total_amount,hour,is_weekend,loyalty_member,customer_transaction_count,days_since_last_transaction,same_day_transactions,volume_deviation,amount_deviation,spbu_visits_count,unique_spbu_visited,is_peak_hour,is_night_transaction,bbm_type_encoded,payment_method_encoded,day_of_week_encoded,customer_type_encoded,spbu_category_encoded,spbu_province_encoded,spbu_city_encoded
30.89,308900.0,1,False,True,1,0.0,1,0.0,0.0,1,2,False,True,1,0,6,2,2,4,4
48.5,485000.0,14,True,True,2,11.0,1,0.2218163496662048,0.2218163496662048,1,2,False,False,1,1,3,2,1,0,0
46.75,467500.0,11,False,True,1,0.0,1,0.0,0.0,1,2,False,False,1,2,4,2,1,8,24
7.5,93000.0,12,True,True,2,9.0,1,0.7235023041474654,0.6681534344335415,1,2,False,False,2,6,2,2,1,5,13
78.67,786700.0,10,False,True,1,0.0,1,0.0,0.0,1,1,False,False,1,1,0,2,1,9,19
18.12,181200.0,2,True,False,1,0.0,1,0.0,0.0,1,2,False,True,1,2,2,2,2,8,24
75.78,757800.0,8,False,False,2,11.0,1,0.6140575079872204,0.6140575079872205,1,2,True,False,1,4,6,2,2,7,23
10.84,134416.0,0,False,False,1,0.0,1,0.0,0.0,1,1,False,True,2,0,1,2,1,6,20
212.72,1157175.7815905549,0,False,False,1,0.0,1,0.0,0.0,1,1,False,True,4,1,1,2,1,5,13
203.54,2035400.0,20,False,True,1,0.0,1,0.0,0.0,1,2,False,False,1,1,5,0,0,8,24
286.8,2868000.0,2,False,True,2,9.0,1,0.16980054655953009,0.1698005465595301,1,2,False,True,1,2,0,0,1,5,13
44.09,440900.00000000006,11,False,False,1,0.0,1,0.0,0.0,1,3,False,False,1,2,5,2,0,7,23
9.31,93100.0,19,True,False,2,11.0,1,0.6513108614232209,0.6513108614232209,1,3,True,False,1,6,2,2,0,5,13
51.31,513100.0,13,False,False,3,5.0,1,0.4700601661732403,0.4700601661732405,1,3,False,False,1,2,0,2,0,4,25
65.19,651900.0,11,False,False,1,0.0,1,0.0,0.0,1,1,False,False,1,2,4,2,0,3,21
3.94,48856.0,13,False,True,1,0.0,1,0.0,0.0,1,1,False,False,2,6,5,2,1,8,24
36.84,512076.00000000006,18,False,True,1,0.0,1,0.0,0.0,1,1,True,False,3,2,4,2,0,5,13
226.87,2268700.0,20,False,False,1,0.0,1,0.0,0.0,1,2,False,False,1,2,6,1,1,0,0
670.41,9318699.0,12,False,False,2,20.0,1,0.494316155492154,0.6084194563421869,1,2,False,False,3,1,6,1,1,8,24
42.23,523651.99999999994,19,False,False,1,0.0,1,0.0,0.0,1,1,True,False,2,2,0,2,0,2,2
10.25,97375.0,6,False,False,1,0.0,1,0.0,0.0,1,2,False,False,0,6,6,2,0,1,12
38.57,385700.0,5,False,False,2,13.0,1,0.5800901269971324,0.5968534906588004,1,2,False,True,1,1,6,2,1,9,3
47.82,664698.0,17,False,True,1,0.0,1,0.0,0.0,1,2,True,False,3,2,0,2,0,8,24
14.76,183024.0,1,False,True,2,3.0,1,0.5282837967401727,0.5681980649316639,1,2,False,True,2,2,5,2,2,3,29
74.49,923675.9999999999,19,False,True,1,0.0,1,0.0,0.0,1,1,True,False,2,2,6,0,1,4,18
5.83,81037.0,0,False,False,1,0.0,1,0.0,0.0,1,1,False,True,3,6,1,2,1,0,0
75.42,754200.0,11,False,False,1,0.0,1,0.0,0.0,1,2,False,False,1,1,0,2,2,2,7
77.69,738055.0,5,False,False,2,3.0,1,0.014825942133106796,0.010819196451008707,1,2,False,True,0,1,5,2,1,0,0
173.21,1732061.2528410056,0,True,False,1,0.0,1,0.0,0.0,1,2,False,True,1,1,2,2,0,1,8
30.58,207944.0,8,False,False,2,16.0,1,0.6998871387212326,0.7856253227196368,1,2,True,False,4,0,1,2,1,0,0
61.14,611400.0,11,False,True,1,0.0,1,0.0,0.0,1,2,False,False,1,4,1,2,1,6,20
9.0,111600.0,17,False,True,2,2.0,1,0.7433704020530368,0.6912863070539419,1,2,True,False,2,6,6,2,1,3,15
13.82,138200.0,10,False,False,1,0.0,1,0.0,0.0,1,4,False,False,1,0,6,2,0,1,11
25.88,258800.0,2,False,False,2,0.0,1,0.303778337531486,0.30377833753148614,1,4,False,True,1,2,4,2,2,0,0
111.64,1241433.6110607001,12,True,False,3,2.0,1,1.2130302629840095,1.2730862013817197,1,4,False,False,3,0,2,2,1,3,21
15.59,155900.0,13,False,False,4,5.0,1,0.6264302402204517,0.6524615065136266,1,4,False,False,1,2,4,2,0,0,0
68.45,848780.0,16,False,True,1,0.0,1,0.0,0.0,1,2,False,False,2,1,0,0,0,4,4
147.16,1471600.0,20,False,True,2,19.0,1,0.36505727934696897,0.2684129323645265,1,2,False,False,1,1,6,0,0,6,20
47.4,587760.0,9,False,True,1,0.0,1,0.0,0.0,1,1,True,False,2,4,4,2,2,8,24
27.07,376273.0,22,False,True,1,0.0,1,0.0,0.0,1,1,False,True,3,2,0,2,0,1,12
60.5,605000.0,19,False,True,1,0.0,1,0.0,0.0,1,1,True,False,1,1,5,2,0,9,17
212.84,1447278.302640978,22,False,False,1,0.0,1,0.0,0.0,1,3,False,True,4,1,5,2,1,5,13
90.47,859499.8229126144,9,True,False,2,3.0,1,0.4034486169265768,0.2548049477395255,1,3,True,False,0,0,2,2,2,2,6
56.98,569800.0,12,True,False,3,1.0,1,0.5255488634155819,0.40575227739694053,1,3,False,False,1,1,3,2,1,6,20
33.18,331800.0,14,False,True,1,0.0,1,0.0,0.0,1,1,False,False,1,0,1,2,1,1,9
16.77,167700.0,8,False,False,1,0.0,1,0.0,0.0,1,5,True,False,1,0,5,2,2,4,16
117.53,1633717.6075466815,0,False,False,2,0.0,1,0.7502606105733431,0.8138132998173726,1,5,False,True,3,1,6,2,1,8,24
52.18,647032.0,10,False,False,3,7.0,1,0.16055341055341052,0.20721423303256956,1,5,False,False,2,4,6,2,1,3,21
193.35,2687542.8002835712,14,False,False,4,1.0,1,1.036174077876945,1.093104963462318,1,5,False,False,3,0,4,2,1,0,0
101.51,1258746.3645836196,21,False,False,5,4.0,1,0.054452154402293645,0.015795320667594145,1,5,False,False,2,0,1,2,0,0,0
5.55,68820.0,4,True,False,1,0.0,1,0.0,0.0,1,1,False,True,2,0,3,2,0,7,23
31.51,390724.0,1,False,False,1,0.0,1,0.0,0.0,1,4,False,True,2,2,6,2,1,3,22
19.51,195100.00000000003,18,False,False,2,7.0,1,0.2352018816150529,0.33392964439831746,1,4,True,False,1,1,6,2,2,5,13
71.2,712000.0,18,False,False,3,2.0,1,0.7476681394207167,0.6458317922923293,1,4,True,False,1,1,0,2,1,2,5
22.76,316364.0,5,False,False,4,16.0,1,0.3720513174230929,0.21604174978379223,1,4,False,True,3,0,1,2,2,6,20
56.14,561400.0,15,False,False,1,0.0,1,0.0,0.0,1,1,False,False,1,2,6,2,0,9,17
17.48,216752.0,18,False,False,1,0.0,1,0.0,0.0,1,1,True,False,2,1,4,2,2,3,22
33.53,335300.0,17,False,True,1,0.0,1,0.0,0.0,1,3,True,False,1,0,0,2,0,7,23
23.04,230400.0,13,False,True,2,6.0,1,0.1854339756054446,0.18543397560544458,1,3,False,False,1,2,0,2,2,8,24
33.8,419119.99999999994,14,False,True,3,19.0,1,0.12205377890892981,0.2767409272760503,1,3,False,False,2,2,6,2,1,5,13
251.3,1708840.0,22,False,True,1,0.0,1,0.0,0.0,1,3,False,True,4,1,1,0,1,9,27
125.33,1253300.0,23,False,True,2,14.0,1,0.3344661869739532,0.15378746446825606,1,3,False,True,1,1,1,0,0,9,17
238.68,2386800.0,17,True,True,3,5.0,1,0.16370609936454802,0.33865775275101234,1,3,True,False,1,4,3,0,1,3,15
11.26,156514.0,9,True,False,1,0.0,1,0.0,0.0,1,2,True,False,3,0,2,2,1,6,20
42.47,526628.0,20,True,False,2,8.0,1,0.5808672994602644,0.541781942846436,1,2,False,False,2,1,3,2,1,9,27
33.46,414904.0,13,False,True,1,0.0,1,0.0,0.0,1,3,False,False,2,0,6,2,2,8,24
75.85,515779.99999999994,5,True,True,2,10.0,1,0.3877961760131734,0.10838909877036662,1,3,False,True,4,2,3,2,1,8,24
37.93,379300.0,12,False,True,3,3.0,1,0.2271801140994296,0.13136343649998775,1,3,False,False,1,1,6,2,2,7,23
71.99,719900.0,12,False,True,1,0.0,1,0.0,0.0,1,3,False,False,1,2,4,2,2,8,24
43.27,411065.00000000006,11,False,True,2,0.0,1,0.24917577650529227,0.2730721109848668,1,3,False,False,0,2,0,2,1,3,21
52.77,733503.0,11,True,True,3,8.0,1,0.05784681306909471,0.1802342544897525,1,3,False,False,3,1,3,2,2,9,19
54.06,670344.0,12,False,True,1,0.0,1,0.0,0.0,1,1,False,False,2,4,5,2,0,6,20
53.17,659308.0,22,True,False,1,0.0,1,0.0,0.0,1,2,False,True,2,4,3,2,2,4,25
10.32,127968.0,14,False,False,2,7.0,1,0.6749094345566231,0.6749094345566231,1,2,False,False,2,0,1,2,1,1,8
42.76,427600.0,21,True,True,1,0.0,1,0.0,0.0,1,1,False,False,1,6,2,2,1,1,8
627.0,7774800.0,10,False,False,1,0.0,1,0.0,0.0,1,1,False,False,2,1,1,1,2,3,22
13.53,135300.0,11,False,True,1,0.0,1,0.0,0.0,1,1,False,False,1,6,6,2,2,5,13
42.23,422299.99999999994,11,False,False,1,0.0,1,0.0,0.0,1,1,False,False,1,1,0,2,1,7,23
538.14,6672936.0,5,False,False,1,0.0,1,0.0,0.0,1,1,False,True,2,4,6,1,1,9,19
504.56,4793300.011047818,21,False,True,1,0.0,1,0.0,0.0,1,1,False,False,0,0,1,2,2,6,20
319.49,3194900.0,20,False,True,1,0.0,1,0.0,0.0,1,2,False,False,1,1,6,1,1,3,26
114.42,1590464.5824116499,2,False,True,2,6.0,1,0.47260952732133393,0.335279661550839,1,2,False,True,3,0,6,1,1,6,20
52.31,523100.0,23,True,False,1,0.0,1,0.0,0.0,1,1,False,True,1,4,2,2,0,2,2
47.52,589248.0,2,False,False,1,0.0,1,0.0,0.0,1,1,False,True,2,1,5,0,1,7,23
31.49,390476.0,0,False,False,1,0.0,1,0.0,0.0,1,1,False,True,2,1,0,2,1,8,24
35.72,442928.0,9,False,True,1,0.0,1,0.0,0.0,1,2,True,False,2,0,0,2,1,5,13
56.01,380868.0,2,True,True,2,8.0,1,0.2211926305461682,0.07533418467678892,1,2,False,True,4,2,3,2,0,7,23
594.01,7365724.0,9,False,True,1,0.0,1,0.0,0.0,1,1,True,False,2,2,5,1,1,2,2
52.57,525700.0,13,False,True,1,0.0,1,0.0,0.0,1,1,False,False,1,2,5,2,0,5,13
18.41,184100.0,15,False,False,1,0.0,1,0.0,0.0,1,3,False,False,1,1,1,2,0,4,4
32.85,456615.0,10,False,False,2,6.0,1,0.28170113148653914,0.42532951468281527,1,3,False,False,3,0,1,2,2,0,0
62.99,629900.0,4,False,False,3,9.0,1,0.6540043763676149,0.48723256061041315,1,3,False,True,1,1,4,2,2,8,24
54.7,678280.0,7,False,False,1,0.0,1,0.0,0.0,1,1,True,False,2,1,4,2,0,5,13
59.54,595400.0,0,False,False,1,0.0,1,0.0,0.0,1,1,False,True,1,1,0,2,2,3,21
55.78,691672.0,10,False,False,1,0.0,1,0.0,0.0,1,1,False,False,2,4,4,2,1,2,5
27.87,278700.0,0,False,False,1,0.0,1,0.0,0.0,1,1,False,True,1,6,5,2,2,3,29
179.32,1793200.0,1,False,False,1,0.0,1,0.0,0.0,1,1,False,True,1,1,4,0,1,3,21
46.34,574616.0,1,False,False,1,0.0,1,0.0,0.0,1,1,False,True,2,1,6,2,1,3,26
3.98,55390.03460928616,14,False,True,1,0.0,1,0.0,0.0,1,2,False,False,3,1,5,0,0,0,0
70.3,871720.0,10,True,True,2,17.0,1,0.8928379106085083,0.8805103330962667,1,2,False,False,2,2,2,0,0,4,4
10.7,72760.0,22,False,False,1,0.0,1,0.0,0.0,1,1,False,True,4,0,0,2,0,0,0
376.24,4665376.0,1,False,True,1,0.0,1,0.0,0.0,1,1,False,True,2,1,5,1,1,9,27
53.01,657324.0,19,True,False,1,0.0,1,0.0,0.0,1,2,True,False,2,2,2,2,1,3,21
24.18,241800.0,9,True,False,2,7.0,1,0.37349397590361444,0.46214315266859746,1,2,True,False,1,2,3,2,0,1,10
543.65,5436500.0,10,False,False,1,0.0,1,0.0,0.0,1,1,False,False,1,1,1,1,1,7,23
372.96,4624704.0,10,False,False,1,0.0,1,0.0,0.0,1,2,False,False,2,2,4,1,1,4,18
333.99,4642461.0,22,True,False,2,9.0,1,0.05512412476129857,0.0019161199784400083,1,2,False,True,3,2,2,1,1,7,23
510.54,3471672.0,13,False,False,1,0.0,1,0.0,0.0,1,1,False,False,4,2,1,1,0,1,11
117.51,1116345.0,4,False,True,1,0.0,1,0.0,0.0,1,1,False,True,0,4,4,0,0,9,17
21.45,265980.0,17,False,True,1,0.0,1,0.0,0.0,1,3,True,False,2,1,0,2,0,0,0
34.04,473156.0,3,False,True,2,17.0,1,0.2268877275184719,0.2802948307212746,1,3,False,True,3,0,5,2,1,7,23
33.0,330000.0,14,False,True,3,1.0,1,0.11877048254039993,0.07401864683258262,1,3,False,False,1,6,6,2,0,0,0
369.42,3694200.0,20,False,False,1,0.0,1,0.0,0.0,1,2,False,False,1,2,6,1,1,0,0
886.55,8865500.0,8,False,False,2,0.0,1,0.4117375415017874,0.4117375415017875,1,2,True,False,1,2,4,1,1,0,0
9.33,93300.0,14,False,False,1,0.0,1,0.0,0.0,1,1,False,False,1,0,1,2,0,8,24
165.83,1658300.0000000002,6,False,True,1,0.0,1,0.0,0.0,1,2,False,False,1,2,6,0,0,2,1
208.89,1420452.0,22,False,True,2,1.0,1,0.11491246797608866,0.07725467981831599,1,2,False,True,4,1,4,0,1,0,0
201.8,2018000.0,4,False,False,1,0.0,1,0.0,0.0,1,2,False,True,1,1,4,0,2,2,5
127.35,1579140.0,16,False,False,2,6.0,1,0.2261886677806471,0.12200247974779964,1,2,False,False,2,2,6,0,0,6,20
54.84,680016.0,11,False,False,1,0.0,1,0.0,0.0,1,1,False,False,2,2,6,2,0,3,15
188.65,1886500.0,22,False,False,1,0.0,1,0.0,0.0,1,1,False,True,1,4,4,0,0,4,14
40.86,506664.0,17,True,True,1,0.0,1,0.0,0.0,1,1,True,False,2,2,3,2,1,1,8
22.9,229000.0,9,False,False,1,0.0,1,0.0,0.0,1,3,True,False,1,2,0,2,0,7,23
61.87,618700.0,2,False,False,2,4.0,1,0.45971452164680904,0.45971452164680904,1,3,False,True,1,4,6,2,2,4,16
38.56,478144.0,12,False,False,3,2.0,1,0.06202870347847232,0.08190103813118285,1,3,False,False,2,0,0,2,2,6,20
20.42,204200.00000000003,20,False,False,1,0.0,1,0.0,0.0,1,1,False,False,1,1,0,2,0,5,13
39.32,267376.0,11,False,False,1,0.0,1,0.0,0.0,1,1,False,False,4,6,0,2,1,6,20
55.27,552700.0,18,False,True,1,0.0,1,0.0,0.0,1,1,True,False,1,1,1,2,0,4,16
47.12,584288.0,22,False,True,1,0.0,1,0.0,0.0,1,1,False,True,2,1,4,2,2,4,4
6.02,74648.0,7,True,True,1,0.0,1,0.0,0.0,1,1,True,False,2,0,3,2,2,0,0
45.5,564200.0,15,False,False,1,0.0,1,0.0,0.0,1,2,False,False,2,4,5,2,1,0,0
38.15,473060.0,14,False,False,2,13.0,1,0.08786610878661097,0.08786610878661087,1,2,False,False,2,6,5,2,2,1,9
30.55,305500.0,23,True,False,1,0.0,1,0.0,0.0,1,1,False,True,1,2,2,2,1,4,25
55.38,553800.0,7,True,False,1,0.0,1,0.0,0.0,1,1,True,False,1,2,3,2,1,8,24
110.75,1052139.3562530251,6,False,True,1,0.0,1,0.0,0.0,1,1,False,False,0,0,4,0,0,9,17
38.28,474672.0,17,False,False,1,0.0,1,0.0,0.0,1,2,True,False,2,0,6,2,1,9,17
21.59,267716.0,3,False,False,2,20.0,1,0.2787706697845332,0.27877066978453313,1,2,False,True,2,0,6,2,0,3,15
179.94,2231256.0,15,False,False,1,0.0,1,0.0,0.0,1,1,False,False,2,1,6,0,1,3,21
207.43,2074300.0,1,False,True,1,0.0,1,0.0,0.0,1,1,False,True,1,1,1,1,1,0,0
36.41,364099.99999999994,8,False,False,1,0.0,1,0.0,0.0,1,1,True,False,1,0,4,2,1,3,22
177.62,2202488.0,16,False,False,1,0.0,1,0.0,0.0,1,2,False,False,2,1,1,0,1,2,7
202.55,2025500.0,22,False,False,2,17.0,1,0.06557592655917091,0.041861045963233576,1,2,False,True,1,2,4,0,0,6,20
24.67,246700.00000000003,8,False,True,1,0.0,1,0.0,0.0,1,1,True,False,1,2,5,2,0,9,19
43.95,439500.0,22,False,True,1,0.0,1,0.0,0.0,1,3,False,True,1,0,6,2,0,6,20
178.12,1211218.3395668946,12,True,True,2,2.0,1,0.6041788625208269,0.46750455305983535,1,3,False,False,4,0,2,2,2,6,20
14.15,196685.0,14,False,True,3,12.0,1,0.8202946405892811,0.6806030457115377,1,3,False,False,3,0,4,2,0,7,23
30.6,379440.0,13,False,False,1,0.0,1,0.0,0.0,1,1,False,False,2,0,4,2,1,0,0
32.58,221544.0,15,False,True,1,0.0,1,0.0,0.0,1,2,False,False,4,0,0,2,2,7,23
46.74,579576.0,8,True,True,2,14.0,1,0.17851739788199714,0.4469143199520671,1,2,True,False,2,1,2,2,0,9,17
195.6,1858173.704039061,21,False,True,1,0.0,1,0.0,0.0,1,4,False,False,0,0,4,2,0,3,15
76.84,768400.0,15,True,True,2,9.0,1,0.43591249449420055,0.41490315020029395,1,4,False,False,1,4,3,2,1,8,24
33.38,333800.0,2,False,True,3,8.0,1,0.6725524818520698,0.6617318959989023,1,4,False,True,1,2,5,2,1,5,13
31.88,395312.0,7,False,True,4,0.0,2,0.6223867337873853,0.5287854288329996,1,4,True,False,2,0,5,2,0,2,7
35.7,357000.0,22,False,True,1,0.0,1,0.0,0.0,1,1,False,True,1,2,4,2,2,2,1
208.65,2086500.0,19,False,False,1,0.0,1,0.0,0.0,1,2,True,False,1,2,1,0,1,8,24
125.61,1256100.0,17,False,False,2,20.0,1,0.24842936636151497,0.248429366361515,1,2,True,False,1,2,1,0,0,9,27
5.94,59400.00000000001,13,False,False,1,0.0,1,0.0,0.0,1,1,False,False,1,5,1,2,1,5,13
770.77,5241211.378404583,4,False,False,1,0.0,1,0.0,0.0,1,1,False,True,4,1,5,2,1,9,19
544.81,6755643.999999999,18,False,False,1,0.0,1,0.0,0.0,1,3,True,False,2,1,4,1,2,0,0
569.95,5699500.0,13,False,False,2,11.0,1,0.022551939430908986,0.08479580806131186,1,3,False,False,1,1,5,1,1,8,24
890.07,8900700.0,9,False,False,3,0.0,1,0.33188848929834464,0.2503415926806732,1,3,True,False,1,1,6,1,0,9,17
147.58,1829992.0000000002,14,False,False,1,0.0,1,0.0,0.0,1,1,False,False,2,4,4,0,1,0,0
57.55,575500.0,13,False,True,1,0.0,1,0.0,0.0,1,2,False,False,1,2,6,2,1,4,4
122.74,1227413.9660608124,1,True,True,2,17.0,1,0.3615841144822231,0.36158905989573065,1,2,False,True,1,4,3,2,2,3,21
60.0,600000.0,19,False,False,1,0.0,1,0.0,0.0,1,2,True,False,1,1,5,2,1,3,29
575.62,8001078.349553431,18,False,False,2,6.0,1,0.8112079544381864,0.8604826102924286,1,2,True,False,3,0,5,2,1,3,26
34.9,432760.0,14,False,False,1,0.0,1,0.0,0.0,1,1,False,False,2,0,4,2,1,3,21
75.51,755100.0,20,False,True,1,0.0,1,0.0,0.0,1,2,False,False,1,1,0,2,0,8,24
33.48,415151.99999999994,8,False,True,2,2.0,1,0.3856317093311314,0.290491278801489,1,2,True,False,2,6,1,2,0,2,7
176.26,2185624.0,3,True,True,1,0.0,1,0.0,0.0,1,2,False,True,2,4,2,1,1,0,0
802.86,8028600.0,3,False,True,2,3.0,1,0.6399624152300025,0.5720430646518032,1,2,False,True,1,4,6,1,1,4,18
48.74,604376.0,11,False,False,1,0.0,1,0.0,0.0,1,1,False,False,2,2,5,2,1,3,22
45.0,558000.0,13,False,True,1,0.0,1,0.0,0.0,1,1,False,False,2,1,1,2,1,1,9
255.0,3162000.0,3,False,False,1,0.0,1,0.0,0.0,1,1,False,True,2,1,4,1,2,4,16
54.88,548800.0,17,False,False,1,0.0,1,0.0,0.0,1,1,True,False,1,1,5,2,2,0,0
17.51,175100.00000000003,11,False,True,1,0.0,1,0.0,0.0,1,1,False,False,1,0,0,2,0,7,23
368.31,3683100.0,16,False,False,1,0.0,1,0.0,0.0,1,1,False,False,1,2,5,1,1,3,21
7.02,87048.0,7,True,False,1,0.0,1,0.0,0.0,1,2,True,False,2,0,2,2,1,5,13
45.03,558372.0,23,False,False,2,4.0,1,0.7302593659942365,0.7302593659942364,1,2,False,True,2,4,6,2,0,0,0
36.03,446772.0,15,False,True,1,0.0,1,0.0,0.0,1,1,False,False,2,1,0,2,0,9,28
171.46,1714600.0,18,False,True,1,0.0,1,0.0,0.0,1,2,True,False,1,1,5,0,0,8,24
3.9,48326.3063135767,11,False,True,2,28.0,1,0.9555200729927007,0.9451748990975909,1,2,False,False,2,0,6,0,2,2,7
78.23,969995.023227595,11,False,True,1,0.0,1,0.0,0.0,1,1,False,False,2,0,5,2,1,7,23
28.81,400459.0,21,False,False,1,0.0,1,0.0,0.0,1,3,False,False,3,0,0,2,0,9,17
6.63,82212.0,5,False,False,2,12.0,1,0.6258465011286682,0.6593455997977918,1,3,False,True,2,0,4,2,2,0,0
26.86,333064.0,22,False,False,3,4.0,1,0.2934189406099519,0.22489779156221068,1,3,False,True,2,0,1,2,0,0,0
936.79,9367900.0,17,False,True,1,0.0,1,0.0,0.0,1,2,True,False,1,1,6,1,1,8,24
147.77,1832310.0344545206,16,False,True,2,4.0,1,0.7275023972855351,0.6728079154198184,1,2,False,False,2,1,1,1,1,2,5
47.92,479200.0,7,False,True,1,0.0,1,0.0,0.0,1,1,True,False,1,2,0,2,1,6,20
29.8,369520.0,17,False,False,1,0.0,1,0.0,0.0,1,1,True,False,2,2,0,2,2,6,20
25.01,250100.00000000003,9,True,False,1,0.0,1,0.0,0.0,1,1,True,False,1,1,3,2,1,7,23
57.85,717340.0,1,True,False,1,0.0,1,0.0,0.0,1,1,False,True,2,2,3,0,2,4,4
38.8,481119.99999999994,9,False,True,1,0.0,1,0.0,0.0,1,1,True,False,2,0,6,2,1,5,13
18.52,229648.0,2,True,True,1,0.0,1,0.0,0.0,1,2,False,True,2,0,3,2,1,2,6
5.3,53000.0,1,False,True,2,0.0,1,0.5549958018471872,0.6249752342135801,1,2,False,True,1,0,1,2,0,6,20
166.71,2067204.0,23,False,False,1,0.0,1,0.0,0.0,1,2,False,True,2,1,5,0,1,4,25
124.36,1243600.0,5,True,False,2,18.0,1,0.1454976466142165,0.24876253622987043,1,2,False,True,1,4,3,0,2,2,5
95.86,1188666.74578965,0,True,False,1,0.0,1,0.0,0.0,1,2,False,True,2,0,2,1,2,5,13
964.09,6555812.0,9,False,False,2,17.0,1,0.8191235435633756,0.6930285988748104,1,2,True,False,4,4,5,1,1,8,24
52.46,650504.0,19,False,False,1,0.0,1,0.0,0.0,1,1,True,False,2,2,0,0,0,8,24
236.83,2936692.0,1,False,True,1,0.0,1,0.0,0.0,1,3,False,True,2,2,4,1,1,3,15
612.1,7590040.0,13,False,True,2,5.0,1,0.44205058132001457,0.4420505813200146,1,3,False,False,2,1,5,1,2,0,0
681.18,9468402.0,1,False,True,3,0.0,1,0.33555103881420273,0.4206059334236019,1,3,False,True,3,4,6,1,1,2,5
576.17,5761700.0,0,False,False,1,0.0,1,0.0,0.0,1,2,False,True,1,1,1,1,1,8,24
439.77,4397700.0,1,False,False,2,9.0,1,0.13425989723802587,0.13425989723802587,1,2,False,True,1,1,6,1,1,0,0
45.86,458600.0,1,False,True,1,0.0,1,0.0,0.0,1,1,False,True,1,2,1,2,1,5,13
78.11,531148.0,2,False,False,1,0.0,1,0.0,0.0,1,2,False,True,4,4,0,2,1,0,0
886.14,10988124.733832495,6,False,False,2,0.0,2,0.8379880736323567,0.9077809837004727,1,2,False,False,2,0,0,2,1,9,19
91.21,1267871.2028095764,0,True,False,1,0.0,1,0.0,0.0,1,2,False,True,3,0,3,1,1,9,19
229.64,2847536.0,4,False,False,2,24.0,1,0.43144771700171425,0.38384167576710054,1,2,False,True,2,2,6,1,0,7,23
13.96,194044.0,6,True,True,1,0.0,1,0.0,0.0,1,1,False,False,3,6,3,2,1,9,27
636.06,7887143.999999999,21,False,True,1,0.0,1,0.0,0.0,1,1,False,False,2,1,4,1,1,5,13
68.09,680900.0,15,False,False,1,0.0,1,0.0,0.0,1,1,False,False,1,1,5,2,0,5,13
46.84,468400.00000000006,14,False,True,1,0.0,1,0.0,0.0,1,2,False,False,1,2,6,2,1,5,13
12.07,120700.0,23,False,True,2,7.0,1,0.590222373111526,0.590222373111526,1,2,False,True,1,6,6,2,1,8,24
